timeStep pedestrianId overlapPedestrianId distance-PID3 overlaps-PID3
4 1 7 0.2888922649732588 0.1111077350267412
5 1 7 0.26193426733010455 0.13806573266989547
6 1 7 0.2894447881433885 0.11055521185661155
7 1 7 0.2908498769992077 0.1091501230007923
9 1 2 0.3238021322989165 0.0761978677010835
14 1 10 0.3759645604955514 0.02403543950444864
